Noisy,Clean,input_text,target_text
मैं अपनी पढ़ाई में इतना व्यस्त था कि मैं खाना खाना ही भूल गया। अतः अब मुझे बहुत कमज़ोरी महसूस हो रही है। क्या तुम मेरे लिए एक कप चाय और कुछ बिस्किट ला सकते हो?,मैं अपनी पढ़ाई में इतना व्यस्त था कि मैं खाना खाना ही भूल गया। अतः अब मुझे बहुत कमज़ोरी महसूस हो रही है। क्या तुम मेरे लिए एक कप चाय और कुछ बिस्किट ला सकते हो?,मैं अपनी पढ़ाई में इतना व्यस्त था कि मैं खाना खाना ही भूल गया। अतः अब मुझे बहुत कमज़ोरी महसूस हो रही है। क्या तुम मेरे लिए एक कप चाय और कुछ बिस्किट ला सकते हो? </s> <2hi>,<2hi> मैं अपनी पढ़ाई में इतना व्यस्त था कि मैं खाना खाना ही भूल गया। अतः अब मुझे बहुत कमज़ोरी महसूस हो रही है। क्या तुम मेरे लिए एक कप चाय और कुछ बिस्किट ला सकते हो? </s>
"सच! तुम्हारी बातों में ईमानदारी, सच्चाई और गहराई झलकती है।","सच! तुम्हारी बातों में ईमानदारी, सच्चाई और गहराई झलकती है।","सच! तुम्हारी बातों में ईमानदारी, सच्चाई और गहराई झलकती है। </s> <2hi>","<2hi> सच! तुम्हारी बातों में ईमानदारी, सच्चाई और गहराई झलकती है। </s>"
हे भगवान! फाइल करप्ट हो गई है। अब हम अपनी प्रेजेंटेशन कैसे दिखाएंगे,हे भगवान! फाइल करप्ट हो गई है। अब हम अपनी प्रेजेंटेशन कैसे दिखाएंगे?,हे भगवान! फाइल करप्ट हो गई है। अब हम अपनी प्रेजेंटेशन कैसे दिखाएंगे </s> <2hi>,<2hi> हे भगवान! फाइल करप्ट हो गई है। अब हम अपनी प्रेजेंटेशन कैसे दिखाएंगे? </s>
क्या यह ऑफर आज के लिए है या सारे ऑफर्स कल भी रहेंगे,क्या यह ऑफर आज के लिए है या सारे ऑफर्स कल भी रहेंगे?,क्या यह ऑफर आज के लिए है या सारे ऑफर्स कल भी रहेंगे </s> <2hi>,<2hi> क्या यह ऑफर आज के लिए है या सारे ऑफर्स कल भी रहेंगे? </s>
क्या तुम होटल पहुँच गए हो में लोकेशन भेज रहा हूँ,क्या तुम होटल पहुँच गए हो? मैं लोकेशन भेज रहा हूँ।,क्या तुम होटल पहुँच गए हो में लोकेशन भेज रहा हूँ </s> <2hi>,<2hi> क्या तुम होटल पहुँच गए हो? मैं लोकेशन भेज रहा हूँ। </s>
भाई जल्दी आओ मा कब से तुम्हारा इंतज़ार कर रही है क्या तुम रास्ते में हो,"भाई! जल्दी आओ, माँ कब से तुम्हारा इंतज़ार कर रही हैं। क्या तुम रास्ते में हो?",भाई जल्दी आओ मा कब से तुम्हारा इंतज़ार कर रही है क्या तुम रास्ते में हो </s> <2hi>,"<2hi> भाई! जल्दी आओ, माँ कब से तुम्हारा इंतज़ार कर रही हैं। क्या तुम रास्ते में हो? </s>"
अरे भाई यहाँ कूड़ा-कचरा क्यों फैला रहे हो। क्या तुम्हें साफ़-सफाई पसंद नहीं है?,अरे भाई! यहाँ कूड़ा-कचरा क्यों फैला रहे हो। क्या तुम्हें साफ़-सफाई पसंद नहीं है?,अरे भाई यहाँ कूड़ा-कचरा क्यों फैला रहे हो। क्या तुम्हें साफ़-सफाई पसंद नहीं है? </s> <2hi>,<2hi> अरे भाई! यहाँ कूड़ा-कचरा क्यों फैला रहे हो। क्या तुम्हें साफ़-सफाई पसंद नहीं है? </s>
ओहो! वाईफाई का सिग्नल बहुत वीक है। क्या हमें राउटर बदलना होगा,ओहो! वाईफाई का सिग्नल बहुत वीक है। क्या हमें राउटर बदलना होगा?,ओहो! वाईफाई का सिग्नल बहुत वीक है। क्या हमें राउटर बदलना होगा </s> <2hi>,<2hi> ओहो! वाईफाई का सिग्नल बहुत वीक है। क्या हमें राउटर बदलना होगा? </s>
हमें माता-पिता का सम्मान करना चाहिए।,हमें माता-पिता का सम्मान करना चाहिए।,हमें माता-पिता का सम्मान करना चाहिए। </s> <2hi>,<2hi> हमें माता-पिता का सम्मान करना चाहिए। </s>
यह संतरा मीठा है। वे सभी संतरे खट्टे है क्या,यह संतरा मीठा है। वे सभी संतरे खट्टे हैं क्या?,यह संतरा मीठा है। वे सभी संतरे खट्टे है क्या </s> <2hi>,<2hi> यह संतरा मीठा है। वे सभी संतरे खट्टे हैं क्या? </s>
मीठा और नमकीन दोनों ले आना,मीठा और नमकीन दोनों ले आना।,मीठा और नमकीन दोनों ले आना </s> <2hi>,<2hi> मीठा और नमकीन दोनों ले आना। </s>
आनन-फानन में काम हुआ,आनन-फानन में काम हुआ।,आनन-फानन में काम हुआ </s> <2hi>,<2hi> आनन-फानन में काम हुआ। </s>
"देखो! आसमान में काली घटा छाई है और हवा में भी नमी महसूस हो रही है। मैं अपनी छतरी लाना भूल गया हूँ, संभवतः मैं घर पहुँचने से पहले ही भीग जाऊँगा। क्या तुम गाड़ी लेकर आ सकते हो?","देखो! आसमान में काली घटा छाई है और हवा में भी नमी महसूस हो रही है। मैं अपनी छतरी लाना भूल गया हूँ, संभवतः मैं घर पहुँचने से पहले ही भीग जाऊँगा। क्या तुम गाड़ी लेकर आ सकते हो?","देखो! आसमान में काली घटा छाई है और हवा में भी नमी महसूस हो रही है। मैं अपनी छतरी लाना भूल गया हूँ, संभवतः मैं घर पहुँचने से पहले ही भीग जाऊँगा। क्या तुम गाड़ी लेकर आ सकते हो? </s> <2hi>","<2hi> देखो! आसमान में काली घटा छाई है और हवा में भी नमी महसूस हो रही है। मैं अपनी छतरी लाना भूल गया हूँ, संभवतः मैं घर पहुँचने से पहले ही भीग जाऊँगा। क्या तुम गाड़ी लेकर आ सकते हो? </s>"
कहा गए थे तुम मा कब से पूछ रही थी क्या तुम ठीक हो या कोई परेशानी है उन्होंने शहर के हर कोने में तुम्हे ढूढने की कोशिश की और अब वो बहुत रो रही है क्या तुम वहा जाओगे,कहाँ गए थे तुम? माँ कब से पूछ रही थीं। क्या तुम ठीक हो या कोई परेशानी है? उन्होंने शहर के हर कोने में तुम्हें ढूँढने की कोशिश की और अब वह बहुत रो रही हैं। क्या तुम वहाँ जाओगे?,कहा गए थे तुम मा कब से पूछ रही थी क्या तुम ठीक हो या कोई परेशानी है उन्होंने शहर के हर कोने में तुम्हे ढूढने की कोशिश की और अब वो बहुत रो रही है क्या तुम वहा जाओगे </s> <2hi>,<2hi> कहाँ गए थे तुम? माँ कब से पूछ रही थीं। क्या तुम ठीक हो या कोई परेशानी है? उन्होंने शहर के हर कोने में तुम्हें ढूँढने की कोशिश की और अब वह बहुत रो रही हैं। क्या तुम वहाँ जाओगे? </s>
में भीड़ में खड़ा था तभी अचानक मेंने महसूस किया कि मेरा बटुआ मेरी जेब में नहीं है में बहुत घबरा गया हु क्योंकि उस बटुए में मेरे ज़रूरी कार्ड्स और कैश थे क्या तुम मुझे घर जाने के लिए कुछ पैसे दे सकते हो,मैं भीड़ में खड़ा था तभी अचानक मैंने महसूस किया कि मेरा बटुआ मेरी जेब में नहीं है। मैं बहुत घबरा गया हूँ क्योंकि उस बटुए में मेरे ज़रूरी कार्ड्स और कैश थे। क्या तुम मुझे घर जाने के लिए कुछ पैसे दे सकते हो?,में भीड़ में खड़ा था तभी अचानक मेंने महसूस किया कि मेरा बटुआ मेरी जेब में नहीं है में बहुत घबरा गया हु क्योंकि उस बटुए में मेरे ज़रूरी कार्ड्स और कैश थे क्या तुम मुझे घर जाने के लिए कुछ पैसे दे सकते हो </s> <2hi>,<2hi> मैं भीड़ में खड़ा था तभी अचानक मैंने महसूस किया कि मेरा बटुआ मेरी जेब में नहीं है। मैं बहुत घबरा गया हूँ क्योंकि उस बटुए में मेरे ज़रूरी कार्ड्स और कैश थे। क्या तुम मुझे घर जाने के लिए कुछ पैसे दे सकते हो? </s>
वाह! यह कैमरा तो बहुत बढ़िया है और इसके फीचर्स भी कमाल के हैं,वाह! यह कैमरा तो बहुत बढ़िया है और इसके फीचर्स भी कमाल के हैं।,वाह! यह कैमरा तो बहुत बढ़िया है और इसके फीचर्स भी कमाल के हैं </s> <2hi>,<2hi> वाह! यह कैमरा तो बहुत बढ़िया है और इसके फीचर्स भी कमाल के हैं। </s>
बॉक्सेस बहुत बड़े हैं क्या कोई इन्हें ट्रक में लोड करने में मदद कर सकता है?,बॉक्सेस बहुत बड़े हैं! क्या कोई इन्हें ट्रक में लोड करने में मदद कर सकता है?,बॉक्सेस बहुत बड़े हैं क्या कोई इन्हें ट्रक में लोड करने में मदद कर सकता है? </s> <2hi>,<2hi> बॉक्सेस बहुत बड़े हैं! क्या कोई इन्हें ट्रक में लोड करने में मदद कर सकता है? </s>
में इस बात में यकीन रखता हु कि ईमानदारी ही सबसे बड़ी जीत है। अत में कभी किसी का बुरा नहीं चाहता और में हमेशा सच बोलता हु। क्या तुम मेरी इस बात से सहमत हो,मैं इस बात में यकीन रखता हूँ कि ईमानदारी ही सबसे बड़ी जीत है। अतः मैं कभी किसी का बुरा नहीं चाहता और मैं हमेशा सच बोलता हूँ। क्या तुम मेरी इस बात से सहमत हो?,में इस बात में यकीन रखता हु कि ईमानदारी ही सबसे बड़ी जीत है। अत में कभी किसी का बुरा नहीं चाहता और में हमेशा सच बोलता हु। क्या तुम मेरी इस बात से सहमत हो </s> <2hi>,<2hi> मैं इस बात में यकीन रखता हूँ कि ईमानदारी ही सबसे बड़ी जीत है। अतः मैं कभी किसी का बुरा नहीं चाहता और मैं हमेशा सच बोलता हूँ। क्या तुम मेरी इस बात से सहमत हो? </s>
नदी नाले उफान पर थे,नदी-नाले उफान पर थे।,नदी नाले उफान पर थे </s> <2hi>,<2hi> नदी-नाले उफान पर थे। </s>
यह दुकान तो बंद है पर क्या बाज़ार की सभी दुकानें भी बंद है,"यह दुकान तो बंद है, पर क्या बाज़ार की सभी दुकानें भी बंद हैं?",यह दुकान तो बंद है पर क्या बाज़ार की सभी दुकानें भी बंद है </s> <2hi>,"<2hi> यह दुकान तो बंद है, पर क्या बाज़ार की सभी दुकानें भी बंद हैं? </s>"
में दावे के साथ कह सकता हु कि मेज़ पर रखी किताब मेरी है,मैं दावे के साथ कह सकता हूँ कि मेज़ पर रखी किताब मेरी है।,में दावे के साथ कह सकता हु कि मेज़ पर रखी किताब मेरी है </s> <2hi>,<2hi> मैं दावे के साथ कह सकता हूँ कि मेज़ पर रखी किताब मेरी है। </s>
"क्या यह ऑफर रियल है, या कंपनी हमें सिर्फ फेक मैसेज भेज रही है","क्या यह ऑफर रियल है, या कंपनी हमें सिर्फ फेक मैसेज भेज रही है?","क्या यह ऑफर रियल है, या कंपनी हमें सिर्फ फेक मैसेज भेज रही है </s> <2hi>","<2hi> क्या यह ऑफर रियल है, या कंपनी हमें सिर्फ फेक मैसेज भेज रही है? </s>"
अरे ज़ूम मीटिंग शुरू हो गई है क्या तुमने अपना कैमरा ऑन किया,अरे! ज़ूम मीटिंग शुरू हो गई है। क्या तुमने अपना कैमरा ऑन किया?,अरे ज़ूम मीटिंग शुरू हो गई है क्या तुमने अपना कैमरा ऑन किया </s> <2hi>,<2hi> अरे! ज़ूम मीटिंग शुरू हो गई है। क्या तुमने अपना कैमरा ऑन किया? </s>
क्या तुमने देखा मा कहा गई है में तो वहा पर ही खडा था,क्या तुमने देखा कि माँ कहाँ गई हैं? मैं तो वहाँ पर ही खड़ा था।,क्या तुमने देखा मा कहा गई है में तो वहा पर ही खडा था </s> <2hi>,<2hi> क्या तुमने देखा कि माँ कहाँ गई हैं? मैं तो वहाँ पर ही खड़ा था। </s>
छी! यह नाला कितना गंदा और बदबूदार है,छी! यह नाला कितना गंदा और बदबूदार है।,छी! यह नाला कितना गंदा और बदबूदार है </s> <2hi>,<2hi> छी! यह नाला कितना गंदा और बदबूदार है। </s>
में जानता हु कि मा कहा खडी है क्या तुम वहा जाओगे या यही मेरा इंतज़ार करोगे वो मंदिर के पास वाले मोड पर है और उनके पास बहुत सारा सामान है क्या तुम उनकी मदद करोगे,मैं जानता हूँ कि माँ कहाँ खड़ी हैं। क्या तुम वहाँ जाओगे या यहीं मेरा इंतज़ार करोगे? वह मंदिर के पास वाले मोड़ पर हैं और उनके पास बहुत सारा सामान है। क्या तुम उनकी मदद करोगे?,में जानता हु कि मा कहा खडी है क्या तुम वहा जाओगे या यही मेरा इंतज़ार करोगे वो मंदिर के पास वाले मोड पर है और उनके पास बहुत सारा सामान है क्या तुम उनकी मदद करोगे </s> <2hi>,<2hi> मैं जानता हूँ कि माँ कहाँ खड़ी हैं। क्या तुम वहाँ जाओगे या यहीं मेरा इंतज़ार करोगे? वह मंदिर के पास वाले मोड़ पर हैं और उनके पास बहुत सारा सामान है। क्या तुम उनकी मदद करोगे? </s>
मा ने पूछा कि तुम कहा थे,माँ ने पूछा कि तुम कहाँ थे?,मा ने पूछा कि तुम कहा थे </s> <2hi>,<2hi> माँ ने पूछा कि तुम कहाँ थे? </s>
"यह कमरा तो हवादार है, पर क्या ऊपर के सभी कमरे भी हवादार हैं","यह कमरा तो हवादार है, पर क्या ऊपर के सभी कमरे भी हवादार हैं?","यह कमरा तो हवादार है, पर क्या ऊपर के सभी कमरे भी हवादार हैं </s> <2hi>","<2hi> यह कमरा तो हवादार है, पर क्या ऊपर के सभी कमरे भी हवादार हैं? </s>"
"शाबाश! तुम्हारा जवाब एकदम राइट है, पर क्या तुम्हें बाकी सवालों के जवाब भी पता हैं?","शाबाश! तुम्हारा जवाब एकदम राइट है, पर क्या तुम्हें बाकी सवालों के जवाब भी पता हैं?","शाबाश! तुम्हारा जवाब एकदम राइट है, पर क्या तुम्हें बाकी सवालों के जवाब भी पता हैं? </s> <2hi>","<2hi> शाबाश! तुम्हारा जवाब एकदम राइट है, पर क्या तुम्हें बाकी सवालों के जवाब भी पता हैं? </s>"
में दफ्तर में अपनी सीट पर बैठा था तभी मेंने महसूस किया कि एसी की हवा बहुत ठंडी है में काँप रहा हु और में अपनी जैकेट पहनना भूल गया हु क्या तुम ऑफिस का टेम्परेचर थोड़ा बढ़ा सकते हो,मैं दफ्तर में अपनी सीट पर बैठा था तभी मैंने महसूस किया कि एसी की हवा बहुत ठंडी है। मैं काँप रहा हूँ और मैं अपनी जैकेट पहनना भूल गया हूँ। क्या तुम ऑफिस का टेम्परेचर थोड़ा बढ़ा सकते हो?,में दफ्तर में अपनी सीट पर बैठा था तभी मेंने महसूस किया कि एसी की हवा बहुत ठंडी है में काँप रहा हु और में अपनी जैकेट पहनना भूल गया हु क्या तुम ऑफिस का टेम्परेचर थोड़ा बढ़ा सकते हो </s> <2hi>,<2hi> मैं दफ्तर में अपनी सीट पर बैठा था तभी मैंने महसूस किया कि एसी की हवा बहुत ठंडी है। मैं काँप रहा हूँ और मैं अपनी जैकेट पहनना भूल गया हूँ। क्या तुम ऑफिस का टेम्परेचर थोड़ा बढ़ा सकते हो? </s>
भला बुरा कहने से क्या फायदा! क्या इससे समस्या हल हो जाएगी?,भला-बुरा कहने से क्या फायदा! क्या इससे समस्या हल हो जाएगी?,भला बुरा कहने से क्या फायदा! क्या इससे समस्या हल हो जाएगी? </s> <2hi>,<2hi> भला-बुरा कहने से क्या फायदा! क्या इससे समस्या हल हो जाएगी? </s>
मैं पुनः आपके पास आऊंगा ताकि हम विस्तार से बात कर सकें।,मैं पुनः आपके पास आऊंगा ताकि हम विस्तार से बात कर सकें।,मैं पुनः आपके पास आऊंगा ताकि हम विस्तार से बात कर सकें। </s> <2hi>,<2hi> मैं पुनः आपके पास आऊंगा ताकि हम विस्तार से बात कर सकें। </s>
देखो वहा क्या पडा है क्या तुम उसे उठाओगे,"देखो, वहाँ क्या पड़ा है। क्या तुम उसे उठाओगे?",देखो वहा क्या पडा है क्या तुम उसे उठाओगे </s> <2hi>,"<2hi> देखो, वहाँ क्या पड़ा है। क्या तुम उसे उठाओगे? </s>"
आज सुबह जब में उठा तो मौसम बहुत अच्छा था ठंडी हवा चल रही थी और में बगीचे में बैठा था वहा बहुत शांति थी पर अचानक शोर होने लगा और मेरा ध्यान टूट गया क्या तुम जानते हो वहा क्या हुआ था,"आज सुबह जब मैं उठा तो मौसम बहुत अच्छा था। ठंडी हवा चल रही थी और मैं बगीचे में बैठा था। वहाँ बहुत शांति थी, पर अचानक शोर होने लगा और मेरा ध्यान टूट गया। क्या तुम जानते हो वहाँ क्या हुआ था?",आज सुबह जब में उठा तो मौसम बहुत अच्छा था ठंडी हवा चल रही थी और में बगीचे में बैठा था वहा बहुत शांति थी पर अचानक शोर होने लगा और मेरा ध्यान टूट गया क्या तुम जानते हो वहा क्या हुआ था </s> <2hi>,"<2hi> आज सुबह जब मैं उठा तो मौसम बहुत अच्छा था। ठंडी हवा चल रही थी और मैं बगीचे में बैठा था। वहाँ बहुत शांति थी, पर अचानक शोर होने लगा और मेरा ध्यान टूट गया। क्या तुम जानते हो वहाँ क्या हुआ था? </s>"
"यह क्विज तो मुश्किल था, पर क्या फाइनल कॉम्पिटिशन इससे भी टफ होगा?","यह क्विज तो मुश्किल था, पर क्या फाइनल कॉम्पिटिशन इससे भी टफ होगा?","यह क्विज तो मुश्किल था, पर क्या फाइनल कॉम्पिटिशन इससे भी टफ होगा? </s> <2hi>","<2hi> यह क्विज तो मुश्किल था, पर क्या फाइनल कॉम्पिटिशन इससे भी टफ होगा? </s>"
शाबाश! तुमने अपनी गलती में सुधार किया है और में तुम्हारी काफी इज्ज़त करता हु अत में तुम्हें पुन मौका दूँगा क्या तुम इस बार अपना बेस्ट परफॉरमेंस दोगे,शाबाश! तुमने अपनी गलती में सुधार किया है और मैं तुम्हारी काफी इज्ज़त करता हूँ। अतः मैं तुम्हें पुनः मौका दूँगा। क्या तुम इस बार अपना बेस्ट परफॉरमेंस दोगे?,शाबाश! तुमने अपनी गलती में सुधार किया है और में तुम्हारी काफी इज्ज़त करता हु अत में तुम्हें पुन मौका दूँगा क्या तुम इस बार अपना बेस्ट परफॉरमेंस दोगे </s> <2hi>,<2hi> शाबाश! तुमने अपनी गलती में सुधार किया है और मैं तुम्हारी काफी इज्ज़त करता हूँ। अतः मैं तुम्हें पुनः मौका दूँगा। क्या तुम इस बार अपना बेस्ट परफॉरमेंस दोगे? </s>
सेना धूल उड़ाती हुई वापस जा चुकी थी,सेना धूल उड़ाती हुई वापस जा चुकी थी।,सेना धूल उड़ाती हुई वापस जा चुकी थी </s> <2hi>,<2hi> सेना धूल उड़ाती हुई वापस जा चुकी थी। </s>
में अपनी पढ़ाई में इतना व्यस्त था कि में खाना खाना ही भूल गया अत अब मुझे बहुत कमज़ोरी महसूस हो रही है। क्या तुम मेरे लिए एक कप चाय और कुछ बिस्किट ला सकते हो?,मैं अपनी पढ़ाई में इतना व्यस्त था कि मैं खाना खाना ही भूल गया। अतः अब मुझे बहुत कमज़ोरी महसूस हो रही है। क्या तुम मेरे लिए एक कप चाय और कुछ बिस्किट ला सकते हो?,में अपनी पढ़ाई में इतना व्यस्त था कि में खाना खाना ही भूल गया अत अब मुझे बहुत कमज़ोरी महसूस हो रही है। क्या तुम मेरे लिए एक कप चाय और कुछ बिस्किट ला सकते हो? </s> <2hi>,<2hi> मैं अपनी पढ़ाई में इतना व्यस्त था कि मैं खाना खाना ही भूल गया। अतः अब मुझे बहुत कमज़ोरी महसूस हो रही है। क्या तुम मेरे लिए एक कप चाय और कुछ बिस्किट ला सकते हो? </s>
खबरदार! अगर दोबारा तुमने मुझे झूठ बोलने की कोशिश की।,खबरदार! अगर दोबारा तुमने मुझे झूठ बोलने की कोशिश की।,खबरदार! अगर दोबारा तुमने मुझे झूठ बोलने की कोशिश की। </s> <2hi>,<2hi> खबरदार! अगर दोबारा तुमने मुझे झूठ बोलने की कोशिश की। </s>
मैं अपने काम में व्यस्त हूँ पर बच्चे बाहर खेल रहे हैं,मैं अपने काम में व्यस्त हूँ पर बच्चे बाहर खेल रहे हैं।,मैं अपने काम में व्यस्त हूँ पर बच्चे बाहर खेल रहे हैं </s> <2hi>,<2hi> मैं अपने काम में व्यस्त हूँ पर बच्चे बाहर खेल रहे हैं। </s>
"रसोई में चींटियाँ लग गई हे, अत मीठे के डिब्बों को अलमारी में ऊपर रख दो में लक्ष्मण रेखा लगा रहा हु ताकि में इन्हें घर से बाहर निकाल सकूँ क्या घर में और कहीं भी गंदगी है","रसोई में चींटियाँ लग गई हैं, अतः मीठे के डिब्बों को अलमारी में ऊपर रख दो। मैं लक्ष्मण रेखा लगा रहा हूँ ताकि मैं इन्हें घर से बाहर निकाल सकूँ। क्या घर में और कहीं भी गंदगी है?","रसोई में चींटियाँ लग गई हे, अत मीठे के डिब्बों को अलमारी में ऊपर रख दो में लक्ष्मण रेखा लगा रहा हु ताकि में इन्हें घर से बाहर निकाल सकूँ क्या घर में और कहीं भी गंदगी है </s> <2hi>","<2hi> रसोई में चींटियाँ लग गई हैं, अतः मीठे के डिब्बों को अलमारी में ऊपर रख दो। मैं लक्ष्मण रेखा लगा रहा हूँ ताकि मैं इन्हें घर से बाहर निकाल सकूँ। क्या घर में और कहीं भी गंदगी है? </s>"
मैं पुनः आपसे अनुरोध करता हूँ कि मेरी सहायता करें,मैं पुनः आपसे अनुरोध करता हूँ कि मेरी सहायता करें।,मैं पुनः आपसे अनुरोध करता हूँ कि मेरी सहायता करें </s> <2hi>,<2hi> मैं पुनः आपसे अनुरोध करता हूँ कि मेरी सहायता करें। </s>
में स्कूल में था जब अध्यापक ने मुझे स्टेज पर बुलाया और में बहुत नर्वस हो गया। में जानता था कि में भाषण दे सकता हु पर मेरे पैर काँप रहे थे। क्या तुम कभी ऐसी स्थिति में फँसे हो,मैं स्कूल में था जब अध्यापक ने मुझे स्टेज पर बुलाया और मैं बहुत नर्वस हो गया। मैं जानता था कि मैं भाषण दे सकता हूँ पर मेरे पैर काँप रहे थे। क्या तुम कभी ऐसी स्थिति में फँसे हो?,में स्कूल में था जब अध्यापक ने मुझे स्टेज पर बुलाया और में बहुत नर्वस हो गया। में जानता था कि में भाषण दे सकता हु पर मेरे पैर काँप रहे थे। क्या तुम कभी ऐसी स्थिति में फँसे हो </s> <2hi>,<2hi> मैं स्कूल में था जब अध्यापक ने मुझे स्टेज पर बुलाया और मैं बहुत नर्वस हो गया। मैं जानता था कि मैं भाषण दे सकता हूँ पर मेरे पैर काँप रहे थे। क्या तुम कभी ऐसी स्थिति में फँसे हो? </s>
"सुनो! अपना बैग, बोतल और जूते उठाओ क्या तुम्हें स्कूल के लिए देर नहीं हो रही?","सुनो! अपना बैग, बोतल और जूते उठाओ। क्या तुम्हें स्कूल के लिए देर नहीं हो रही?","सुनो! अपना बैग, बोतल और जूते उठाओ क्या तुम्हें स्कूल के लिए देर नहीं हो रही? </s> <2hi>","<2hi> सुनो! अपना बैग, बोतल और जूते उठाओ। क्या तुम्हें स्कूल के लिए देर नहीं हो रही? </s>"
उफ़! ट्रैफिक बहुत ज्यादा है क्या हम टाइम पर एयरपोर्ट पहुँच पाएंगे?,उफ़! ट्रैफिक बहुत ज्यादा है। क्या हम टाइम पर एयरपोर्ट पहुँच पाएंगे?,उफ़! ट्रैफिक बहुत ज्यादा है क्या हम टाइम पर एयरपोर्ट पहुँच पाएंगे? </s> <2hi>,<2hi> उफ़! ट्रैफिक बहुत ज्यादा है। क्या हम टाइम पर एयरपोर्ट पहुँच पाएंगे? </s>
संभवत आज बारिश होगी,संभवतः आज बारिश होगी।,संभवत आज बारिश होगी </s> <2hi>,<2hi> संभवतः आज बारिश होगी। </s>
कहाँ रखा है मेरा कपड़ा,कहाँ रखा है मेरा कपड़ा?,कहाँ रखा है मेरा कपड़ा </s> <2hi>,<2hi> कहाँ रखा है मेरा कपड़ा? </s>
में इस रिश्ते में काफी खुश हु क्योंकि में जानता हु कि तुम मेरे साथ हो अत में दुनिया की किसी भी मुश्किल का सामना कर सकता हु क्या तुम हमेशा मेरे साथ रहोगे,मैं इस रिश्ते में काफी खुश हूँ क्योंकि मैं जानता हूँ कि तुम मेरे साथ हो। अतः मैं दुनिया की किसी भी मुश्किल का सामना कर सकता हूँ। क्या तुम हमेशा मेरे साथ रहोगे?,में इस रिश्ते में काफी खुश हु क्योंकि में जानता हु कि तुम मेरे साथ हो अत में दुनिया की किसी भी मुश्किल का सामना कर सकता हु क्या तुम हमेशा मेरे साथ रहोगे </s> <2hi>,<2hi> मैं इस रिश्ते में काफी खुश हूँ क्योंकि मैं जानता हूँ कि तुम मेरे साथ हो। अतः मैं दुनिया की किसी भी मुश्किल का सामना कर सकता हूँ। क्या तुम हमेशा मेरे साथ रहोगे? </s>
मैं रौशन हूँ और मैं अभी छत मे हूँ,मैं रौशन हूँ और मैं अभी छत में हूँ।,मैं रौशन हूँ और मैं अभी छत मे हूँ </s> <2hi>,<2hi> मैं रौशन हूँ और मैं अभी छत में हूँ। </s>
"जब उसने तुम्हें बुलाया, तो क्या तुम उसके पास गए थे?","जब उसने तुम्हें बुलाया, तो क्या तुम उसके पास गए थे?","जब उसने तुम्हें बुलाया, तो क्या तुम उसके पास गए थे? </s> <2hi>","<2hi> जब उसने तुम्हें बुलाया, तो क्या तुम उसके पास गए थे? </s>"
यह पन्ना फटा है डायरी के बाकी पन्ने सही है क्या?,यह पन्ना फटा है। डायरी के बाकी पन्ने सही हैं क्या?,यह पन्ना फटा है डायरी के बाकी पन्ने सही है क्या? </s> <2hi>,<2hi> यह पन्ना फटा है। डायरी के बाकी पन्ने सही हैं क्या? </s>
अत हमें प्रदूषण रोकने के लिए प्लास्टिक का उपयोग बंद करना होगा,अतः हमें प्रदूषण रोकने के लिए प्लास्टिक का उपयोग बंद करना होगा।,अत हमें प्रदूषण रोकने के लिए प्लास्टिक का उपयोग बंद करना होगा </s> <2hi>,<2hi> अतः हमें प्रदूषण रोकने के लिए प्लास्टिक का उपयोग बंद करना होगा। </s>
अतः उसे नई नौकरी मिल गई।,अतः उसे नई नौकरी मिल गई।,अतः उसे नई नौकरी मिल गई। </s> <2hi>,<2hi> अतः उसे नई नौकरी मिल गई। </s>
देखो फ्रिज में सब्ज़ी फल और अंडा खत्म हो गया है और में बाज़ार जाने की हिम्मत नहीं जुटा पा रहा हु में देख रहा हु कि बाहर बहुत तेज़ धूप है क्या हम ऑनलाइन आर्डर कर लें,"देखो! फ्रिज में सब्ज़ी, फल और अंडा खत्म हो गया है और मैं बाज़ार जाने की हिम्मत नहीं जुटा पा रहा हूँ। मैं देख रहा हूँ कि बाहर बहुत तेज़ धूप है। क्या हम ऑनलाइन आर्डर कर लें?",देखो फ्रिज में सब्ज़ी फल और अंडा खत्म हो गया है और में बाज़ार जाने की हिम्मत नहीं जुटा पा रहा हु में देख रहा हु कि बाहर बहुत तेज़ धूप है क्या हम ऑनलाइन आर्डर कर लें </s> <2hi>,"<2hi> देखो! फ्रिज में सब्ज़ी, फल और अंडा खत्म हो गया है और मैं बाज़ार जाने की हिम्मत नहीं जुटा पा रहा हूँ। मैं देख रहा हूँ कि बाहर बहुत तेज़ धूप है। क्या हम ऑनलाइन आर्डर कर लें? </s>"
