Noisy,Clean
मेरा नाम आद्या है और में एक स्टूडेंट हु में यहाँ दिल्ली मे रहती हु क्या तुम भी यही रहते हो मुझे तुमसे मिलकर अच्छा लगा,मेरा नाम आद्या है और मैं एक स्टूडेंट हूँ। मैं यहाँ दिल्ली में रहती हूँ। क्या तुम भी यहीं रहते हो? मुझे तुमसे मिलकर अच्छा लगा।
नमस्ते मम्मी में आद्या बोल रही हु में बस मे बैठ गई हु और आधे घंटे मे घर पहुच जाऊगी क्या तुम मेरे लिए चाय बना दोगी,नमस्ते मम्मी! मैं आद्या बोल रही हूँ। मैं बस में बैठ गई हूँ और आधे घंटे में घर पहुँच जाऊँगी। क्या तुम मेरे लिए चाय बना दोगी?
में आद्या हु और में अपनी दोस्त के घर जा रही हु वहा बहुत भीड़ है सायेद हमे पहुँचने मे देर हो जाये क्या तुम हमारा इंतज़ार करोगे,मैं आद्या हूँ और मैं अपनी दोस्त के घर जा रही हूँ। वहाँ बहुत भीड़ है। शायद हमें पहुँचने में देर हो जाये। क्या तुम हमारा इंतज़ार करोगे?
नमस्ते आद्या क्या तुम्हे याद है में राहुल हु हम बचपन मे साथ खेलते थे क्या तुम अब भी वही रहती हो जहाँ पहले रहती थी,नमस्ते आद्या! क्या तुम्हें याद है? मैं राहुल हूँ। हम बचपन में साथ खेलते थे। क्या तुम अब भी वहीं रहती हो जहाँ पहले रहती थी?
आद्या देखो वहा आसमान मे कितने सारे तारे हैं वहा चाँद भी कितना चमक रहा है क्या तुम्हे रात का नजारा पसंद है में तो यहाँ रोज़ आती हु,आद्या देखो! वहाँ आसमान में कितने सारे तारे हैं। वहाँ चाँद भी कितना चमक रहा है। क्या तुम्हें रात का नज़ारा पसंद है? मैं तो यहाँ रोज़ आती हूँ।
नमस्ते सर मेरा नाम आद्या है और में इस प्रोजेक्ट पर काम कर रही हु सायेद कल तक ये पूरा हो जाए क्या आप इसे चेक करेंगे,नमस्ते सर! मेरा नाम आद्या है और मैं इस प्रोजेक्ट पर काम कर रही हूँ। शायद कल तक यह पूरा हो जाए। क्या आप इसे चेक करेंगे?
नमस्ते में ठीक हु और आद्या भी ठीक है हम दोनों अभी बाज़ार मे हैं क्या तुम्हे कुछ चाहिए क्युकी हम घर वापस जा रहे हैं,नमस्ते! मैं ठीक हूँ और आद्या भी ठीक है। हम दोनों अभी बाज़ार में हैं। क्या तुम्हें कुछ चाहिए क्योंकि हम घर वापस जा रहे हैं?
नमस्ते मेरा नाम प्रिया है और में यहाँ नई हु क्या आप मुझे बता सकते हैं कि लाइब्रेरी कहा है में बहुत देर से उसे ढूँढ रही हु,नमस्ते! मेरा नाम प्रिया है और मैं यहाँ नई हूँ। क्या आप मुझे बता सकते हैं कि लाइब्रेरी कहाँ है? मैं बहुत देर से उसे ढूँढ रही हूँ।
में नेहा बोल रही हु क्या मेरी माँ घर पर हैं मेने उन्हें फोन किया था पर उन्होंने उठाया नहीं सायेद वो सो रही हैं,मैं नेहा बोल रही हूँ। क्या मेरी माँ घर पर हैं? मैंने उन्हें फोन किया था पर उन्होंने उठाया नहीं। शायद वह सो रही हैं।
नमस्ते सर में अंजलि हु क्या में अंदर आ सकती हु में इंटरव्यू के लिए आई हु सायेद में थोड़ी लेट हो गई हु,नमस्ते सर! मैं अंजलि हूँ। क्या मैं अंदर आ सकती हूँ? मैं इंटरव्यू के लिए आई हूँ। शायद मैं थोड़ी लेट हो गई हूँ।
मेरा नाम पूजा है और में बाज़ार मे हु यहाँ बहुत शोर है क्या तुम मेरी आवाज़ सुन पा रहे हो में थोड़ी देर मे घर पहुच जाऊगी,"मेरा नाम पूजा है और मैं बाज़ार में हूँ। यहाँ बहुत शोर है, क्या तुम मेरी आवाज़ सुन पा रहे हो? मैं थोड़ी देर में घर पहुँच जाऊँगी।"
नमस्ते मेरा नाम राहुल है आप कैसे हैं में ठीक हु और में कल दिल्ली जाऊगा क्या तुम भी मेरे साथ चलोगे,नमस्ते! मेरा नाम राहुल है। आप कैसे हैं? मैं ठीक हूँ और मैं कल दिल्ली जाऊँगा। क्या तुम भी मेरे साथ चलोगे?
में आर्यन बोल रहा हु क्या तुम फ्री हो में तुम्हारे घर के बाहर खड़ा हु सायेद तुम्हे पता नहीं चला,मैं आर्यन बोल रहा हूँ। क्या तुम फ्री हो? मैं तुम्हारे घर के बाहर खड़ा हूँ। शायद तुम्हें पता नहीं चला।
नमस्ते सर में विकास हु और में ऑफिस पहुँच गया हु क्या मीटिंग शुरू हो गई है में अपनी फाइल लाना भूल गया हु,नमस्ते सर! मैं विकास हूँ और मैं ऑफिस पहुँच गया हूँ। क्या मीटिंग शुरू हो गई है? मैं अपनी फाइल लाना भूल गया हूँ।
मेरा नाम समीर है और में जिम मे हु में बहुत पसीना बहा रहा हु ताकि फिट रह सकूँ क्या तुम भी कसरत करने आओगे,मेरा नाम समीर है और मैं जिम में हूँ। मैं बहुत पसीना बहा रहा हूँ ताकि फिट रह सकूँ। क्या तुम भी कसरत करने आओगे?
नमस्ते हम सब दोस्त हैं मेरा नाम कबीर है और ये सीता है हम दोनों स्कूल जा रहे हैं क्या तुम हमारे साथ चलोगे वहा बहुत मज़ा आएगा,नमस्ते! हम सब दोस्त हैं। मेरा नाम कबीर है और यह सीता है। हम दोनों स्कूल जा रहे हैं। क्या तुम हमारे साथ चलोगे? वहाँ बहुत मज़ा आएगा!
सुन रिया में अर्जुन हु में बस स्टॉप मे तुम्हारा इंतज़ार कर रहा हु जल्दी आओ वरना बस छूट जाएगी क्या तुम निकल गई हो,"सुन रिया, मैं अर्जुन हूँ। मैं बस स्टॉप में तुम्हारा इंतज़ार कर रहा हूँ। जल्दी आओ वरना बस छूट जाएगी! क्या तुम निकल गई हो?"
नमस्ते मेरा नाम तन्वी है और में पुणे मे रहती हु क्या आप कभी यहाँ आये हैं यहाँ का मौसम बहुत अच्छा है,नमस्ते! मेरा नाम तन्वी है और मैं पुणे में रहती हूँ। क्या आप कभी यहाँ आये हैं? यहाँ का मौसम बहुत अच्छा है।
में सिमरन बोल रही हु क्या तुम घर मे हो मेने सुना कि तुम्हारी तबियत खराब है क्या में तुम्हारे लिए दवाई लाऊ,मैं सिमरन बोल रही हूँ। क्या तुम घर में हो? मैंने सुना कि तुम्हारी तबियत खराब है। क्या मैं तुम्हारे लिए दवाई लाऊँ?
मेरा नाम इशिता है और में डॉक्टर हु में अभी अस्पताल मे हु क्या तुम मुझे शाम को मिल सकते हो,मेरा नाम इशिता है और मैं डॉक्टर हूँ। मैं अभी अस्पताल में हूँ। क्या तुम मुझे शाम को मिल सकते हो?
नमस्ते सर में कविता हु और में कल की मीटिंग मे नहीं थी क्या आप मुझे बता सकते हैं कि क्या फैसला हुआ,नमस्ते सर! मैं कविता हूँ और मैं कल की मीटिंग में नहीं थी। क्या आप मुझे बता सकते हैं कि क्या फैसला हुआ?
में सना हु और में बाज़ार मे हु सायेद मुझे घर पहुँचने मे देर हो जाएगी क्युकी यहाँ बहुत जाम है,मैं सना हूँ और मैं बाज़ार में हूँ। शायद मुझे घर पहुँचने में देर हो जाएगी क्योंकि यहाँ बहुत जाम है।
नमस्ते मेरा नाम रिया है में पेंटिंग करती हु और में अपनी गैलरी मे हु क्या तुम मेरी नई पेंटिंग देखोगे,नमस्ते! मेरा नाम रिया है। मैं पेंटिंग करती हूँ और मैं अपनी गैलरी में हूँ। क्या तुम मेरी नई पेंटिंग देखोगे?
नमस्ते मेरा नाम अयान है और में इस प्रोजेक्ट का लीडर हु क्या तुम मेरी टीम मे काम करोगे,नमस्ते! मेरा नाम अयान है और मैं इस प्रोजेक्ट का लीडर हूँ। क्या तुम मेरी टीम में काम करोगे?
में रोहन बोल रहा हु में अभी मेट्रो मे हु और ऑफिस पहुँच रहा हु क्या तुम मेरा इंतज़ार करोगे,मैं रोहन बोल रहा हूँ। मैं अभी मेट्रो में हूँ और ऑफिस पहुँच रहा हूँ। क्या तुम मेरा इंतज़ार करोगे?
मेरा नाम कार्तिक है और में दिल्ली मे रहता हु में कल गाँव जाऊगा माँ से मिलने क्या तुम भी चलोगे,मेरा नाम कार्तिक है और मैं दिल्ली में हूँ। मैं कल गाँव जाऊँगा माँ से मिलने। क्या तुम भी चलोगे?
नमस्ते सर में विशाल हु क्या मेरा पार्सल ऑफिस मे पहुँच गया है में उसे लेने कब आऊ,नमस्ते सर! मैं विशाल हूँ। क्या मेरा पार्सल ऑफिस में पहुँच गया है? मैं उसे लेने कब आऊँ?
में साहिल हु और में छत मे खड़ा हु यहाँ से नज़ारा बहुत सुंदर है क्या तुम भी यहाँ आओगे,मैं साहिल हूँ और मैं छत में खड़ा हूँ। यहाँ से नज़ारा बहुत सुंदर है। क्या तुम भी यहाँ आओगे?
नमस्ते मेरा नाम कबीर है और में शेफ हु में किचन मे बिरयानी बना रहा हु क्या तुम खाना चाहोगे,नमस्ते! मेरा नाम कबीर है और मैं शेफ हूँ। मैं किचन में बिरयानी बना रहा हूँ। क्या तुम खाना चाहोगे?
में जानता हु कि डिब्बे मे चॉकलेट रखी है पर में उसे नहीं खाऊगा,"मैं जानता हूँ कि डिब्बे में चॉकलेट रखी है, पर मैं उसे नहीं खाऊँगा।"
कमरे मे अँधेरा था पर में डरा नहीं क्युकी में बहादुर हु,कमरे में अँधेरा था पर मैं डरा नहीं क्योंकि मैं बहादुर हूँ।
बाज़ार मे भीड़ थी पर में वहाँ से जल्दी निकल आया क्युकी में थक गया था,बाज़ार में भीड़ थी पर मैं वहाँ से जल्दी निकल आया क्योंकि मैं थक गया था।
में खेत मे खड़ा हु और में देख रहा हु कि फसल पक गई है,मैं खेत में खड़ा हूँ और मैं देख रहा हूँ कि फसल पक गई है।
ऑफिस मे काम बहुत था पर में समय पर घर पहुँच गया,"ऑफिस में काम बहुत था, पर मैं समय पर घर पहुँच गया।"
नमस्ते मेरा नाम तान्या है में अभी रसोई मे हु और में चाय बना रही हु क्या तुम भी पियोगे,नमस्ते! मेरा नाम तान्या है। मैं अभी रसोई में हूँ और मैं चाय बना रही हूँ। क्या तुम भी पियोगे?
में अभिषेक बोल रहा हु क्या तुम घर मे हो मेने सुना कि तुम बीमार हो क्या में डॉक्टर को बुलाऊ,मैं अभिषेक बोल रहा हूँ। क्या तुम घर में हो? मैंने सुना कि तुम बीमार हो। क्या मैं डॉक्टर को बुलाऊँ?
मेरा नाम कोमल है और में दिल्ली मे रहती हु में कल गाँव जाऊगी अपनी नानी से मिलने क्या तुम भी चलोगे,मेरा नाम कोमल है और मैं दिल्ली में रहती हूँ। मैं कल गाँव जाऊँगा अपनी नानी से मिलने। क्या तुम भी चलोगे?
नमस्ते सर में रोहित हु में ऑफिस पहुँच गया हु क्या मीटिंग शुरू हो गई है में अपनी फाइल लाना भूल गया हु,नमस्ते सर! मैं रोहित हूँ। मैं ऑफिस पहुँच गया हूँ। क्या मीटिंग शुरू हो गई है? मैं अपनी फाइल लाना भूल गया हूँ।
में ख़ुशी हु और में पार्क मे टहल रही हु यहाँ बहुत शांति है क्या तुम भी यहाँ आओगे में तुम्हारा इंतज़ार करुगी,मैं ख़ुशी हूँ और मैं पार्क में टहल रही हूँ। यहाँ बहुत शांति है। क्या तुम भी यहाँ आओगे? मैं तुम्हारा इंतज़ार करुँगी।
नमस्ते मेरा नाम यश है में एक फोटोग्राफर हु और में अभी छत मे हु क्या तुम मेरे लिए पोज़ दोगे,नमस्ते! मेरा नाम यश है। मैं एक फोटोग्राफर हूँ और मैं अभी छत में हूँ। क्या तुम मेरे लिए पोज़ दोगे?
में अंजलि बोल रही हु में बाज़ार मे हु और यहाँ बहुत भीड़ है सायेद मुझे घर पहुँचने मे देरी हो जाये,मैं अंजलि बोल रही हूँ। मैं बाज़ार में हूँ और यहाँ बहुत भीड़ है। शायद मुझे घर पहुँचने में देरी हो जाये।
मेरा नाम वरुण है और में जिम मे कसरत कर रहा हु में बहुत थक गया हु पर में रुकूंगा नहीं,मेरा नाम वरुण है और मैं जिम में कसरत कर रहा हूँ। मैं बहुत थक गया हूँ पर मैं रुकूँगा नहीं।
नमस्ते आद्या कैसी हो तुम बहुत दिनों बाद दिखी क्या तुम अभी भी वही रहती हो जहाँ पहले रहती थी,नमस्ते आद्या! कैसी हो तुम? बहुत दिनों बाद दिखी। क्या तुम अभी भी वहीं रहती हो जहाँ पहले रहती थी?
में आर्यन हु और में मेट्रो मे खड़ा हु सायेद मुझे सीट नहीं मिलेगी क्या तुम अगले स्टेशन पर उतरोगे,मैं आर्यन हूँ और मैं मेट्रो में खड़ा हूँ। शायद मुझे सीट नहीं मिलेगी। क्या तुम अगले स्टेशन पर उतरोगे?
नमस्ते मेरा नाम स्नेहा है में टीचर हु और में अभी स्कूल मे हु क्या तुम अपनी कॉपी चेक करवाओगे,नमस्ते! मेरा नाम स्नेहा है। मैं टीचर हूँ और मैं अभी स्कूल में हूँ। क्या तुम अपनी कॉपी चेक करवाओगे?
में विक्की हु और में नदी के किनारे खड़ा हु वहा बहुत ठंडी हवा चल रही है क्या तुम भी यहाँ आओगे,मैं विक्की हूँ और मैं नदी के किनारे खड़ा हूँ। वहाँ बहुत ठंडी हवा चल रही है। क्या तुम भी यहाँ आओगे?
मेरा नाम पलक है और में अपनी सहेली के घर मे हु हम दोनों फिल्म देख रहे हैं क्या तुम भी आओगे,मेरा नाम पलक है और मैं अपनी सहेली के घर में हूँ। हम दोनों फिल्म देख रहे हैं। क्या तुम भी आओगे?
नमस्ते सर में मनीष हु में कल बाज़ार गया था वहा मेने देखा कि बहुत भीड़ है क्या आपको पता है कि वहा क्या हुआ था,नमस्ते सर! मैं मनीष हूँ। मैं कल बाज़ार गया था। वहाँ मैंने देखा कि बहुत भीड़ है। क्या आपको पता है कि वहाँ क्या हुआ था?
में पिंकी हु और में अलमारी मे अपनी ड्रेस ढूँढ रही हु सायेद वो मम्मी के कमरे मे रखी है,मैं पिंकी हूँ और मैं अलमारी में अपनी ड्रेस ढूँढ रही हूँ। शायद वह मम्मी के कमरे में रखी है।
हेलो मेरा नाम सौम्या है और में अभी रसोई मे हु में आज हलवा बना रही हु क्या तुम चखोगे,हेलो! मेरा नाम सौम्या है और मैं अभी रसोई में हूँ। मैं आज हलवा बना रही हूँ। क्या तुम चखोगे?
हाय अनुजया क्या तुम बाज़ार मे हो मेने सुना कि वहाँ बहुत सेल लगी है क्या तुम मेरे लिए भी कुछ लाओगी,हाय अनुजया! क्या तुम बाज़ार में हो? मैंने सुना कि वहाँ बहुत सेल लगी है। क्या तुम मेरे लिए भी कुछ लाओगी?
नमस्ते मेरा नाम सलोनी है और में डॉक्टर हु में अभी अस्पताल मे एक मरीज़ को देख रही हु क्या तुम बाद मे फोन करोगे,नमस्ते! मेरा नाम सलोनी है और मैं डॉक्टर हूँ। मैं अभी अस्पताल में एक मरीज़ को देख रही हूँ। क्या तुम बाद में फोन करोगे?
हेलो अरविंद भाई क्या तुम ऑफिस पहुँच गए हो में अभी ट्रैफिक मे फँसा हु सायेद मुझे आधा घंटा और लगेगा,हेलो अरविंद भाई! क्या तुम ऑफिस पहुँच गए हो? मैं अभी ट्रैफिक में फँसा हूँ। शायद मुझे आधा घंटा और लगेगा।
हाय राहुल में जिम मे हु और अपनी कसरत पूरी कर रहा हु आज पैर मे बहुत दर्द है पर में रुकूँगा नहीं,हाय राहुल! मैं जिम में हूँ और अपनी कसरत पूरी कर रहा हूँ। आज पैर में बहुत दर्द है पर मैं रुकूँगा नहीं।
नमस्ते मेरा नाम रौशन है और में एक पेंटर हु में अभी अपनी गैलरी मे हु क्या तुम मेरी नई तस्वीर देखोगे,नमस्ते! मेरा नाम रौशन है और मैं एक पेंटर हूँ। मैं अभी अपनी गैलरी में हूँ। क्या तुम मेरी नई तस्वीर देखोगे?
हेलो हिमांशु में स्टेशन मे खड़ा हु और ट्रेन का इंतज़ार कर रहा हु सायेद गाड़ी लेट है क्या तुम मुझे लेने आओगे,हेलो हिमांशु! मैं स्टेशन में खड़ा हूँ और ट्रेन का इंतज़ार कर रहा हूँ। शायद गाड़ी लेट है। क्या तुम मुझे लेने आओगे?
हाय प्रणव में छत मे हु और ठंडी हवा का आनंद ले रहा हु यहाँ से पूरा शहर दिखता है क्या तुम भी यहाँ आओगे,"हाय प्रणव! मैं छत में हूँ और ठंडी हवा का आनंद ले रहा हूँ। यहाँ से पूरा शहर दिखता है, क्या तुम भी यहाँ आओगे?"
नमस्ते सौम्या कैसी हो तुम में बाज़ार मे हु और तुम्हारे लिए तोहफा ले रही हु सायेद तुम्हे ये बहुत पसंद आएगा,नमस्ते सौम्या! कैसी हो तुम? मैं बाज़ार में हूँ और तुम्हारे लिए तोहफा ले रही हूँ। शायद तुम्हें यह बहुत पसंद आएगा।
हेलो अनुजया में अपनी क्लास मे हु और टीचर पढ़ा रही हैं में तुम्हे थोड़ी देर मे फोन करुगी,हेलो अनुजया! मैं अपनी क्लास में हूँ और टीचर पढ़ा रही हैं। मैं तुम्हें थोड़ी देर में फोन करुँगी।
हाय सलोनी में बाज़ार मे खड़ी हु और बारिश शुरू हो गई है में पूरी तरह भीग गई हु क्या तुम मुझे लेने आओगे,हाय सलोनी! मैं बाज़ार में खड़ी हूँ और बारिश शुरू हो गई है। मैं पूरी तरह भीग गई हूँ। क्या तुम मुझे लेने आओगे?
नमस्ते अरविंद में खेत मे खड़ा हु और में देख रहा हु कि फसल बहुत अच्छी हुई है क्या तुम यहाँ घूमने आओगे,नमस्ते अरविंद! मैं खेत में खड़ा हूँ और मैं देख रहा हूँ कि फसल बहुत अच्छी हुई है। क्या तुम यहाँ घूमने आओगे?
हेलो राहुल में अपनी अलमारी मे फाइल ढूँढ रहा हु पर वो मिल नहीं रही है सायेद वो ऑफिस मे ही रह गई है,हेलो राहुल! मैं अपनी अलमारी में फाइल ढूँढ रहा हूँ पर वह मिल नहीं रही है। शायद वह ऑफिस में ही रह गई है।
हाय रौशन में बस मे खड़ा हु और यहाँ पैर रखने की भी जगह नहीं है सायेद मुझे अगले स्टॉप पर उतरना होगा,हाय रौशन! मैं बस में खड़ा हूँ और यहाँ पैर रखने की भी जगह नहीं है। शायद मुझे अगले स्टॉप पर उतरना होगा।
नमस्ते हिमांशु में पार्क मे हु और बच्चे फुटबॉल खेल रहे हैं यहाँ बहुत रौनक है क्या तुम भी यहाँ आओगे,नमस्ते हिमांशु! मैं पार्क में हूँ और बच्चे फुटबॉल खेल रहे हैं। यहाँ बहुत रौनक है। क्या तुम भी यहाँ आओगे?
हेलो प्रणव में अपनी कार मे हु और में पेट्रोल पंप जा रहा हु सायेद गाड़ी रास्ते मे ही बंद न हो जाए,हेलो प्रणव! मैं अपनी कार में हूँ और मैं पेट्रोल पंप जा रहा हूँ। शायद गाड़ी रास्ते में ही बंद न हो जाए!
अरे फ्रिज मे दूध रखा है क्या तुमने उसे गरम किया सायेद वो खराब हो गया है,अरे! फ्रिज में दूध रखा है। क्या तुमने उसे गरम किया? शायद वह खराब हो गया है।
यार रास्ते मे बहुत ट्रैफिक था में आधे घंटे से वही फँसा था सायेद मुझे घर पहुँचने मे और देर होगी,यार! रास्ते में बहुत ट्रैफिक था। मैं आधे घंटे से वहीं फँसा था। शायद मुझे घर पहुँचने में और देर होगी।
सौम्या जल्दी तैयार हो जाओ वरना फिल्म छूट जाएगी में बाहर गाड़ी मे इंतज़ार कर रहा हु,सौम्या! जल्दी तैयार हो जाओ वरना फिल्म छूट जाएगी। मैं बाहर गाड़ी में इंतज़ार कर रहा हूँ।
अंजलि देखो कमरे मे कितनी धूल है क्या तुमने सफाई नहीं की सायेद खिड़की खुली रह गई थी,अंजलि देखो! कमरे में कितनी धूल है। क्या तुमने सफाई नहीं की? शायद खिड़की खुली रह गई थी।
रौशन भाई क्या तुमने मेरा चार्जर देखा है में उसे पूरे घर मे ढूँढ रहा हु पर वो कही नहीं मिल रहा,रौशन भाई! क्या तुमने मेरा चार्जर देखा है? मैं उसे पूरे घर में ढूँढ रहा हूँ पर वह कहीं नहीं मिल रहा।
मम्मी बाल्टी मे पानी भर गया है मोटर बंद कर दो वरना सारा पानी गिर जाएगा,मम्मी! बाल्टी में पानी भर गया है। मोटर बंद कर दो वरना सारा पानी गिर जाएगा।
राहुल तुम कहाँ हो में कब से तुम्हे फोन कर रहा हु सायेद तुम्हारा फोन साइलेंट पर है,राहुल! तुम कहाँ हो? मैं कब से तुम्हें फोन कर रहा हूँ। शायद तुम्हारा फोन साइलेंट पर है।
देखो सलोनी बारिश शुरू हो गई है जल्दी से कपड़े उतार लो वरना सब भीग जायेगे,देखो सलोनी! बारिश शुरू हो गई है। जल्दी से कपड़े उतार लो वरना सब भीग जाएंगे।
अरविंद भाई ऑफिस मे सब तुम्हारा इंतज़ार कर रहे हैं बॉस बहुत गुस्से मे है क्या तुम अभी रास्ते मे हो,अरविंद भाई! ऑफिस में सब तुम्हारा इंतज़ार कर रहे हैं। बॉस बहुत गुस्से में है। क्या तुम अभी रास्ते में हो?
हिमांशु यार में बहुत थक गया हु आज ऑफिस मे बहुत काम था क्या तुम मेरे लिए चाय बनाओगे,हिमांशु यार! मैं बहुत थक गया हूँ। आज ऑफिस में बहुत काम था। क्या तुम मेरे लिए चाय बनाओगे?
प्रणव देखो अलमारी मे तुम्हारी शर्ट रखी है में उसे प्रेस करना भूल गई हु क्या तुम खुद कर लोगे,प्रणव देखो! अलमारी में तुम्हारी शर्ट रखी है। मैं उसे प्रेस करना भूल गई हूँ। क्या तुम खुद कर लोगे?
में बाज़ार जा रहा हु क्या तुम्हे कुछ चाहिए क्युकी में रास्ते मे सब्जी भी लूंगा,मैं बाज़ार जा रहा हूँ। क्या तुम्हें कुछ चाहिए? क्योंकि मैं रास्ते में सब्ज़ी भी लूँगा।
अनुजया क्या तुमने कुकर की सीटी सुनी सायेद दाल बन गई है उसे बंद कर दो,अनुजया! क्या तुमने कुकर की सीटी सुनी? शायद दाल बन गई है। उसे बंद कर दो।
यार रौशन क्या तुम पागल हो मोबाइल मे इतना गेम कौन खेलता है सायेद तुम्हारी आँखे खराब हो जाएँगी,यार रौशन! क्या तुम पागल हो? मोबाइल में इतना गेम कौन खेलता है? शायद तुम्हारी आँखें खराब हो जाएँगी।
में बाल्कनी मे खड़ा हु और नीचे बहुत भीड़ है सायेद कोई नेता आ रहा है क्या तुम देखने आओगे,"मैं बाल्कनी में खड़ा हूँ और नीचे बहुत भीड़ है। शायद कोई नेता आ रहा है, क्या तुम देखने आओगे?"
अरे हिमांशु जल्दी भागो बस निकल रही है क्या तुम पागल हो जो इतनी धीरे चल रहे हो,अरे हिमांशु! जल्दी भागो। बस निकल रही है। क्या तुम पागल हो जो इतनी धीरे चल रहे हो?
सुन सौम्या में बहुत परेशान हु और मेरा दिमाग काम नहीं कर रहा है क्या तुम थोड़ी देर चुप रहोगी,सुन सौम्या! मैं बहुत परेशान हूँ और मेरा दिमाग काम नहीं कर रहा है। क्या तुम थोड़ी देर चुप रहोगी?
रौशन भाई मेरी चाबी कही खो गई है में उसे बाज़ार मे ढूँढ रहा हु पर वो मिल नहीं रही है,रौशन भाई! मेरी चाबी कहीं खो गई है। मैं उसे बाज़ार में ढूँढ रहा हूँ पर वह मिल नहीं रही है।
देखो अरविंद यहाँ फर्श पर कांच टूटा पड़ा है सायेद किसी ने बोतल गिरा दी है अपना पैर बचाकर चलना,देखो अरविंद! यहाँ फर्श पर कांच टूटा पड़ा है। शायद किसी ने बोतल गिरा दी है। अपना पैर बचाकर चलना।
में किचन मे हु और हाथ जल गया है उफ़ बहुत दर्द हो रहा है क्या यहाँ कोई मरहम रखी है,मैं किचन में हूँ और हाथ जल गया है। उफ़! बहुत दर्द हो रहा है। क्या यहाँ कोई मरहम रखी है?
प्रणव यार में तुमसे बहुत नाराज़ हु तुमने मेरा फोन क्यों नहीं उठाया में कब से इंतज़ार कर रहा था,प्रणव यार! मैं तुमसे बहुत नाराज़ हूँ। तुमने मेरा फोन क्यों नहीं उठाया? मैं कब से इंतज़ार कर रहा था।
नमस्ते रौशन क्या तुम सुन रहे हो में हॉस्पिटल मे हु क्युकी दादाजी की तबियत अचानक खराब हो गई है,नमस्ते रौशन! क्या तुम सुन रहे हो? मैं हॉस्पिटल में हूँ क्योंकि दादाजी की तबियत अचानक खराब हो गई है।
अनुजया देखो खिड़की से कोई झाँक रहा है में बहुत डरी हुई हु क्या तुम पुलिस को फोन करोगी,अनुजया देखो! खिड़की से कोई झाँक रहा है। मैं बहुत डरी हुई हूँ। क्या तुम पुलिस को फोन करोगी?
हिमांशु तुम हमेशा ऐसा ही करते हो में तुम्हे कितनी बार समझाऊं कि मुझे ये पसंद नहीं है,हिमांशु! तुम हमेशा ऐसा ही करते हो। मैं तुम्हें कितनी बार समझाऊँ कि मुझे यह पसंद नहीं है?
यार सलोनी में बाज़ार मे हु और मेरा बटुआ चोरी हो गया है अब में घर कैसे जाऊगा,यार सलोनी! मैं बाज़ार में हूँ और मेरा बटुआ चोरी हो गया है। अब मैं घर कैसे जाऊँगा?
देखो रौशन बारिश बहुत तेज़ है और में बीच रास्ते मे फँसा हु क्या तुम मुझे लेने अपनी कार से आओगे,देखो रौशन! बारिश बहुत तेज़ है और मैं बीच रास्ते में फँसा हूँ। क्या तुम मुझे लेने अपनी कार से आओगे?
में छत मे खड़ा हु और में देख रहा हु कि पड़ोसियों के घर से धुआँ निकल रहा है सायेद आग लग गई है,मैं छत में खड़ा हूँ और मैं देख रहा हूँ कि पड़ोसियों के घर से धुआँ निकल रहा है। शायद आग लग गई है!
